_geo,business_name,job_roles,title,salary_from,salary_to,postal_code
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Restoration Chiropractic,"['Admin-Clerical', 'Health Care']",Chiropractic Assistant,33280.0,37440.0,43016
,Restore Chiropractic and Health Center,"['Admin-Clerical', 'Customer Service']",Front Desk Personnel,37440.0,0.0,80027
,REVERE PAYMENTS,"['Customer Service', 'Information Technology']","CHRISTIAN FINTECH CO Integration, Support & Onboarding Specialist",50000.0,60000.0,89144
,REVERE PAYMENTS,"['Admin-Clerical', 'Banking', 'Customer Service', 'General Business']",CHRISTIAN PAYMENTS COMPANY - IMMEDIATE OPENING FOR CLIENT SUCCESS COORDINATOR/ONBOARDING ,55000.0,60000.0,33418
,Richard C Annis OD PC,['Health Care'],Optometric Assistant,31200.0,31200.0,49406
,Richland Drive Away Services,['Transportation'],Driver,,,
,Righters Group,"['Entry Level', 'General Business', 'Government', 'Information Technology', 'Marketing', 'Nonprofit-Social Services']",Marketing Assistant (CONSERVATIVE NEEDED NOW!),35000.0,35000.0,23430
,Rival Sourcing,['Finance'],Senior wealth advisor,120000.0,150000.0,
,Rival Sourcing,[],Senior wealth advisor,120000.0,150000.0,
,Rival Sourcing,[],Financial Planner ,70000.0,90000.0,
,Rival Sourcing,"['Banking', 'Business Development', 'Finance', 'Professional Services', 'Sales']",Parallel Economy Financial Advisor,,,
,Rival Sourcing,['Finance'],Financial Planner in the Parallel Economy,75000.0,125000.0,37027
,Rival Sourcing,"['Accounting', 'Finance', 'Legal']",Director of Tax Planning and Compliance,150000.0,200000.0,
,Rival Sourcing,"['Finance', 'Human Resources']",Parallel Economy Recruiters,,,93023
,Rival Sourcing,"['Customer Service', 'Finance']",Financial Advisor,,,
,Rival Sourcing,"['Consultant', 'Customer Service', 'Finance']",Independent Financial Advisor,,,
,Rival Sourcing,"['Accounting', 'Finance']",Tax Manager,90000.0,120000.0,
,"Riverrock Group, LLC","['Accounting', 'Automotive', 'Business Development', 'Consultant', 'Customer Service', 'Education', 'Executive', 'Facilities', 'Franchise', 'General Business', 'Health Care', 'Human Resources', 'Information Technology', 'Installation-Maint-Repair', 'Management', 'Manufacturing', 'Marketing', 'Nurse', 'Pharmaceutical', 'Purchasing-Procurement', 'Real Estate', 'Restaurant-Food Service', 'Retail', 'Sales']",President/Owner,200000.0,200000.0,32801
,"Riverrock Group, LLC","['Accounting', 'Automotive', 'Business Development', 'Consultant', 'Customer Service', 'Education', 'Executive', 'Facilities', 'Franchise', 'General Business', 'Health Care', 'Human Resources', 'Information Technology', 'Installation-Maint-Repair', 'Management', 'Manufacturing', 'Marketing', 'Nurse', 'Pharmaceutical', 'Purchasing-Procurement', 'Real Estate', 'Restaurant-Food Service', 'Retail', 'Sales']",President/Owner,200000.0,200000.0,15219
,"Riverrock Group, LLC","['Accounting', 'Automotive', 'Business Development', 'Consultant', 'Customer Service', 'Education', 'Executive', 'Facilities', 'Franchise', 'General Business', 'Health Care', 'Human Resources', 'Information Technology', 'Installation-Maint-Repair', 'Management', 'Manufacturing', 'Marketing', 'Nurse', 'Pharmaceutical', 'Purchasing-Procurement', 'Real Estate', 'Restaurant-Food Service', 'Retail', 'Sales']",President/Owner,200000.0,200000.0,45202
,"Riverrock Group, LLC","['Accounting', 'Automotive', 'Business Development', 'Consultant', 'Customer Service', 'Education', 'Executive', 'Facilities', 'Franchise', 'General Business', 'Health Care', 'Human Resources', 'Information Technology', 'Installation-Maint-Repair', 'Management', 'Manufacturing', 'Marketing', 'Nurse', 'Restaurant-Food Service', 'Retail', 'Sales']",President/Owner,200000.0,200000.0,53202
,"Riverrock Group, LLC","['Accounting', 'Automotive', 'Business Development', 'Consultant', 'Customer Service', 'Education', 'Executive', 'Facilities', 'Franchise', 'General Business', 'Health Care', 'Human Resources', 'Information Technology', 'Installation-Maint-Repair', 'Management', 'Manufacturing', 'Marketing', 'Nurse', 'Pharmaceutical', 'Purchasing-Procurement', 'Real Estate', 'Restaurant-Food Service', 'Retail', 'Sales']",President/Owner,200000.0,200000.0,43215
,"Riverrock Group, LLC","['Business Development', 'Executive', 'Franchise', 'General Business', 'Management', 'Manufacturing', 'Marketing', 'Sales']",President/Owner,,,43215
,"Riverrock Group, LLC","['Business Development', 'Executive', 'Franchise', 'General Business', 'Management', 'Manufacturing', 'Marketing', 'Sales']",President/Owner,150000.0,150000.0,35233
,"Riverrock Group, LLC","['Accounting', 'Automotive', 'Business Development', 'Consultant', 'Customer Service', 'Education', 'Executive', 'Facilities', 'Franchise', 'General Business', 'Health Care', 'Human Resources', 'Information Technology', 'Installation-Maint-Repair', 'Management', 'Manufacturing', 'Marketing', 'Nurse', 'Restaurant-Food Service', 'Retail', 'Sales']",CEO/Owner,,,37201
,"Riverrock Group, LLC","['Business Development', 'Executive', 'Franchise', 'General Business', 'Management', 'Manufacturing', 'Marketing', 'Sales']",President/Owner,175000.0,175000.0,45202
,"Riverrock Group, LLC","['Accounting', 'Automotive', 'Business Development', 'Consultant', 'Customer Service', 'Education', 'Executive', 'Facilities', 'Franchise', 'General Business', 'Health Care', 'Human Resources', 'Information Technology', 'Installation-Maint-Repair', 'Management', 'Manufacturing', 'Marketing', 'Nurse', 'Pharmaceutical', 'Purchasing-Procurement', 'Real Estate', 'Restaurant-Food Service', 'Retail', 'Sales']",President/Owner,200000.0,200000.0,15219
,"Riverrock Group, LLC","['Accounting', 'Automotive', 'Business Development', 'Consultant', 'Customer Service', 'Education', 'Executive', 'Facilities', 'Franchise', 'General Business', 'Health Care', 'Human Resources', 'Information Technology', 'Installation-Maint-Repair', 'Management', 'Manufacturing', 'Marketing', 'Nurse', 'Pharmaceutical', 'Purchasing-Procurement', 'Real Estate', 'Restaurant-Food Service', 'Retail', 'Sales']",President/Owner,200000.0,200000.0,28202
,"Riverrock Group, LLC","['Executive', 'Franchise', 'General Business', 'Management', 'Manufacturing', 'Marketing', 'Sales']",President/Owner,,,46204
,Robinhood Integrative health,['Health Care'],Pediatrician or Pediatrics/Family Nurse Practioner,,,
,Rod Williams & Associates ,"['Business Development', 'Entry Level', 'Insurance', 'Sales']",Entry Level Sales,75000.0,75000.0,
,Rollit Motors,"['Automotive', 'Installation-Maint-Repair', 'Skilled Labor', 'Transportation']",Auto Mechanic / Technician,52000.0,52000.0,85203
"[33.5206608, -86.80249]",RW Beckett Corporation,"['General Business', 'Information Technology', 'Manufacturing']",ERP - Senior Business Analyst,100000.0,100000.0,44039
"[33.5206608, -86.80249]","RWS Design and Controls, Inc.","['Engineering', 'Manufacturing']",Controls Engineer,70000.0,70000.0,61073
"[43.0386368, -85.6700332]",Sackmann Financial Group,"['Business Development', 'Consultant', 'Finance', 'Insurance', 'Management', 'Professional Services', 'Sales', 'Strategy-Planning', 'Training']",Business Development Representative,40000.0,100000.0,
"[42.3442482, -75.1704468]",Sage Dermatology,"['Admin-Clerical', 'Health Care']",Medical Assistant,37440.0,37440.0,80538
"[32.3512601, -95.3010624]",SalesNexus.com,"['Business Development', 'Customer Service', 'Information Technology', 'Marketing', 'Sales', 'Training']",Sales Engineer,40000.0,100000.0,
"[39.9022223, -95.8008225]",san pedro auto body,"['Automotive', 'General Labor', 'Installation-Maint-Repair']",Auto Body Technician,85000.0,85000.0,90731
"[39.7391536, -104.9847034]",Savory Alaska,"['Grocery', 'Retail', 'Sales']",Farmers Market Sales Representative,31200.0,31200.0,
"[32.7830556, -96.8066667]",Sawtooth Tax,"['Accounting', 'Admin-Clerical', 'Consultant', 'Finance']",Tax Manager,75000.0,100000.0,
"[29.7632836, -95.3632715]",Schweitzer Fire District,"['Government', 'Health Care']",Resident Fire Fighter/EMT,,,83864
"[42.158427, -72.3286928]",SEABOLT AND VINCENT,"['Automotive', 'Customer Service']",Chauffeur,57969.6,67912.0,10036
,SEABOLT AND VINCENT,"['Accounting', 'Admin-Clerical', 'Consultant', 'Customer Service', 'General Labor']",Tax Intern,51064.0,54704.0,85251
"[46.7323875, -117.0001651]",Seward Marketing,['Sales'],Sales Agent,,,54971
"[36.3908826, -86.1672107]",Singing Hills Christian Camp and Conference Center,['Restaurant-Food Service'],Associate Food Service Manager,37440.0,41600.0,3781
"[38.9716689, -95.2352501]",Siri & Glimstad,['Legal'],Attorney - Litigation - Civil Rights & Mandated Medicine,100000.0,180000.0,
"[36.7280583, -108.2186856]",Siri & Glimstad,[],Attorney – Litigation – Data Breach and Privacy Class Actions,,,
"[35.1477774, -114.5682983]",Siri & Glimstad,['Legal'],Attorney - Litigation - Medical Malpractice,,,
"[33.6694649, -117.8231107]",Siri & Glimstad,['Legal'],Paralegal - Policy and Litigation,52000.0,83200.0,
,Siri & Glimstad,['Legal'],Attorney – Medical Board Hearings,100000.0,180000.0,
"[30.3118769, -95.4560512]",Siri & Glimstad,['Legal'],Attorney – Litigation – Freedom of Information Act,100000.0,180000.0,
"[47.8600971, -122.2042966]",Siri & Glimstad,['Legal'],Attorney - Litigation - Toxic Torts,100000.0,180000.0,
"[33.6189101, -117.9289469]",Siri & Glimstad,['Legal'],Attorney - Immigration,100000.0,180000.0,
"[29.7632836, -95.3632715]",Siri & Glimstad,['Legal'],Attorney - Litigation - Class Actions,100000.0,180000.0,
"[46.7323875, -117.0001651]",Siri & Glimstad,['Legal'],Attorney - Litigation - Vaccine Injury,100000.0,180000.0,
"[35.772096, -78.6386145]",Siri & Glimstad,['Legal'],Attorney - Litigation - Family Law & Mandated Medicine,100000.0,180000.0,
"[42.4894801, -83.1446485]",Siri & Glimstad,['Legal'],Attorney - Litigation - Employee Rights,100000.0,180000.0,
"[42.6433584, -86.2005933]",SiteWise,"['Information Technology', 'Skilled Labor', 'Telecommunications']",ICT Copper/Fiber Cable Technician,49920.0,49920.0,46241
"[33.5092103, -111.8990327]",Skell Inc,"['Admin-Clerical', 'Distribution-Shipping', 'Information Technology', 'Purchasing-Procurement', 'Sales']",E-Commerce Sales Logistics Associate,50000.0,50000.0,90405
"[32.7830556, -96.8066667]",Skell Inc,"['General Business', 'Sales']",Amazon & eBay Marketplace Coordinator,65000.0,65000.0,90405
"[37.6922361, -97.3375448]","Sky Valley NW, LLC","['Admin-Clerical', 'Customer Service', 'Executive', 'Health Care', 'Marketing']",Executive Director,45000.0,45000.0,97351
"[30.267153, -97.7430608]",Slider Artworks,"['Construction', 'General Labor', 'Manufacturing', 'Other', 'Skilled Labor']",Woodworker,,,80223
"[29.7632836, -95.3632715]",Snap Financial - Jorns & Associates ,"['Insurance', 'Sales']",Sales Agent,,,14604
"[32.7830556, -96.8066667]",Sobo,['Information Technology'],Technical Support Analyst Tier 1,40000.0,40000.0,30318
"[40.7142691, -74.0059729]",Sobo.ai,['Finance'],Financial Analyst,,,30318
,Solution Based Therapeutics,"['Health Care', 'Nurse', 'Other']",LVN Detox Nurse,60000.0,75000.0,91325
"[39.9611755, -82.9987942]",Sound Solution Group,"['Business Development', 'Construction', 'Design', 'Executive', 'Marketing', 'Sales']",Outside Sales Representative - Bay Area Territory,,,
"[32.8472695, -117.274204]",Sound Solution Group,"['Business Development', 'Construction', 'Executive', 'Marketing', 'Sales']",Outside Sales Representative- Bay Area Territory ,,,
"[32.7830556, -96.8066667]",Sound Solution Group,"['Business Development', 'Construction', 'Customer Service', 'Design', 'Marketing', 'Sales']",Outside Sales Representative- Bay Area Territory ,,,
"[33.7358518, -118.2922934]",Sound Solution Group,"['Business Development', 'Construction', 'Customer Service', 'Design', 'Executive', 'Marketing', 'Sales']",Outside Sales Representative- Bay Area Territory,,,
"[34.0231553, -84.3615928]",Sound Solution Group,"['Business Development', 'Construction', 'Customer Service', 'Design', 'Executive', 'Marketing', 'Sales']",Outside Sales Representative- Bay Area Territory,72000.0,120000.0,
"[42.3442482, -75.1704468]",Southern Consulting,"['Construction', 'Engineering']",Engineering Technician,35360.0,35360.0,37055
"[47.6062095, -122.3320708]",Southern Consulting,"['Construction', 'Engineering']",CAD Designer,41600.0,41600.0,37055
"[48.2765903, -116.5532476]",Southern Consulting,"['Construction', 'Engineering']",Survey Party Chief,47840.0,47840.0,37055
"[44.8512305, -123.1867655]",Speedy's Fast Track,"['Automotive', 'Customer Service', 'Entry Level', 'Facilities', 'General Business', 'Information Technology', 'Other', 'Telecommunications']",Track Attendant / Game room Attendant / Laser Tag Marshal / Game Tech - Technician,18720.0,29120.0,77092
"[40.3977612, -105.0749801]",Stability Health Center,"['Health Care', 'Professional Services']",Patient Concierge,47840.0,47840.0,98109
,Steve's Flowers and Gifts,"['Retail', 'Transportation']",Floral Delivery Driver,24960.0,31200.0,46064
"[46.7323875, -117.0001651]",Stonecrop Wealth Advisors,['Finance'],Financial Advisor,70000.0,90000.0,19283
"[40.3977612, -105.0749801]",Story Real Estate,['Real Estate'],Listing Specialist (Real Estate Agent),,,
"[32.7830556, -96.8066667]",Story Real Estate,['Real Estate'],Real Estate Agent,,,
"[29.7632836, -95.3632715]",Story Real Estate,"['Real Estate', 'Sales']",Inbound Sales Agent,,,83843
"[29.7632836, -95.3632715]",Story Real Estate,"['Real Estate', 'Sales']",Outbound Sales Agent,,,83843
"[47.329264, -122.5801293]",Story Real Estate,"['Business Development', 'Customer Service', 'Real Estate', 'Sales']",Director of Lead Generation,35000.0,35000.0,83843
"[45.7809491, -122.5334307]",Story Real Estate,"['Real Estate', 'Sales']",Buyer Specialist (Real Estate Agent),,,83843
"[34.9387279, -82.2270569]",StratTech Solutions LLC,['Information Technology'],Level II Support/Network Engineer,,,85206
"[39.531381, -104.861962]",Strive,['Marketing'],Marketing Generalist,,,43017
"[33.9412127, -84.2135309]",Strive,"['Government', 'Legal']","Associate, Corporate Governance",,,43017
"[33.5261365, -117.6238946]",Strive,"['Admin-Clerical', 'Legal']",Paralegal,,,43017
"[36.3231067, -86.7133302]",Striventa,"['Consultant', 'Entry Level', 'Marketing']",HubSpot Specialist,40000.0,40000.0,85306
"[39.6428362, -84.2866083]",Students For Life,"['Marketing', 'Media-Journalism']",Videographer,,,22401
"[33.4483771, -112.0740373]",Sulzer Machine & Manufacturing Inc,['Manufacturing'],Maintenance,,,54455
"[30.3679788, -97.991679]",Sulzer Machine & Manufacturing Inc,['Manufacturing'],Machinist / CNC Machinist / Machine Operator,,,54455
,Sulzer Machine & Manufacturing Inc,['Manufacturing'],Painter,,,54455
"[30.3321838, -81.655651]",Sundrops Vitamins & Nutrition,"['Distribution-Shipping', 'Inventory', 'Purchasing-Procurement', 'Retail']","Inventory Receiving, Pricing, Shipping, Ordering",40000.0,42000.0,75206
"[48.9465044, -122.4521073]",Superior Facets LLC,"['Construction', 'Skilled Labor']",Carpenter,52000.0,75000.0,78736
"[34.9387279, -82.2270569]",Superior Windshield Repair ,"['Automotive', 'Customer Service', 'Installation-Maint-Repair', 'Skilled Labor', 'Transportation']",Auto Glass Technician,29120.0,52000.0,21401
"[36.0726355, -79.7919754]",Susan B. Anthony Pro-Life America,"['Media-Journalism', 'Nonprofit-Social Services', 'Other']",Vice President of Communications,,,22206
"[32.8406946, -83.6324022]",Sweeney Family Chiropractic,"['Admin-Clerical', 'Customer Service', 'Entry Level']",Chiropractic Assistant/Receptionist,37440.0,37440.0,98103
"[39.0062204, -77.4285992]",Switch to American Made,"['Accounting', 'Admin-Clerical', 'Business Development', 'Consultant', 'Customer Service', 'Distribution-Shipping', 'Education', 'Entry Level', 'General Business', 'General Labor', 'Health Care', 'Human Resources', 'Management', 'Manufacturing', 'Marketing', 'Nurse', 'Other', 'Pharmaceutical', 'Retail', 'Sales', 'Training']",Marketing Representative,,,
"[29.7632836, -95.3632715]",Sycamore Physicians,"['Health Care', 'Information Technology']",CRM App Developer / Sys Admin,60000.0,80000.0,
"[33.4483771, -112.0740373]",Syllabus Consulting,"['Management', 'Marketing', 'Sales']","Various Advertising and Sales Managers, Associates, and Interns",7000.0,30000.0,63401
"[33.8981579, -84.2832564]",Symmetry Financial division of Quility,"['Other', 'Sales']",Great Culture Remote Opportunity Sales,,,10017
"[34.2783352, -119.2931676]","T.P. Monahan, Inc.","['Construction', 'General Labor', 'Installation-Maint-Repair', 'Skilled Labor']",Roofer,41600.0,41600.0,12804
"[27.3364347, -82.5306527]",Tapped - Taphouse & Kitchen,['Restaurant-Food Service'],Tapped is hiring for Evening Servers!,,,83843
"[27.197548, -80.2528257]",Tech One Solutions,['Information Technology'],IT Support Technician,45760.0,68640.0,17201
"[39.2673284, -76.7983067]",Techless,"['Finance', 'General Business', 'Human Resources']",Office Specialist,50000.0,50000.0,77984
"[41.1306041, -85.1288597]","Technique, Inc.",['Manufacturing'],CNC Programmer/Operator,52000.0,72800.0,49201
"[43.37006, -79.81403]",Telethink,['Health Care'],Broker/Wholesaler - Telehealth Care - 100% Remote,,,30076
"[27.3364347, -82.5306527]",Telios Law PLLC,"['Facilities', 'General Labor', 'Other', 'Skilled Labor']",Household Manager,52000.0,56160.0,
"[41.2586096, -95.937792]",Telios Law PLLC,"['Consultant', 'Human Resources', 'Legal']",Workplace Investigator,55000.0,70000.0,80132
"[32.725409, -97.3208496]",Telios Law PLLC,['Legal'],Attorney,70000.0,90000.0,80132
"[47.3073228, -122.2284532]",Telios Law PLLC,"['Admin-Clerical', 'Legal']",Paralegal/Legal Secretary,40000.0,60000.0,80132
"[47.4828776, -122.2170661]",Tenicor,"['General Business', 'Human Resources', 'Inventory', 'Management', 'Manufacturing']",Operations Lead,49920.0,0.0,83843
"[43.3772932, -73.6131714]",Terrain ,['Health Care'],Strength and conditioning coach,,,98225
"[34.9530337, -120.4357191]",Texas Orthopedics and Sports Medicine,['Health Care'],Physician Assistant,85000.0,120000.0,77375
"[45.5234515, -122.6762071]",The Alpine Wurst and Meat House Inc.,"['Grocery', 'Restaurant-Food Service']",sausage processor/manufacturer,33280.0,33280.0,18431
"[30.267153, -97.7430608]",The Anderson Search Group,"['Business Development', 'Sales']",Business Development Respresentative,40000.0,40000.0,49546
"[45.7809491, -122.5334307]",The Bahnsen Group,[],Bookkeeper,45000.0,60000.0,
"[38.3358857, -90.1498341]",The Bahnsen Group,"['Finance', 'Strategy-Planning']",Director of Financial Planning,130000.0,160000.0,92627
"[34.9387279, -82.2270569]",The Bahnsen Group,"['Accounting', 'Admin-Clerical', 'Consultant', 'Finance', 'General Business', 'Management']",Tax Associate,50000.0,80000.0,
"[46.7323875, -117.0001651]",The Better Way Property Maintenance,['General Labor'],Cyclist Lawn Maintenance Laborer,41600.0,41600.0,L7L 2E6
"[35.772096, -78.6386145]",The Bottom Line LLC,"['Accounting', 'Admin-Clerical', 'Business Development', 'General Business', 'Professional Services']",Full Charge Bookkeeper,41600.0,52000.0,99336
"[34.9387279, -82.2270569]",The Crazy Italian LLC,['Restaurant-Food Service'],Experienced Line Cook,,,70124
"[45.7809491, -122.5334307]",The Daily Caller,['Media-Journalism'],Video Production Specialist ,40000.0,55000.0,20006
"[37.2265282, -76.0013217]",The Daily Caller,['Media-Journalism'],Social Media Coordinator,40000.0,55000.0,20006
"[33.7669623, -118.1892348]",The Farm at New garden Park,['Skilled Labor'],Farm Production Manager,35000.0,35000.0,27282
,"The Farm, LLC","['Consultant', 'Design', 'Facilities', 'Hospitality-Hotel', 'Installation-Maint-Repair', 'Management', 'QA-Quality Control']",Regional Estate Manager,95000.0,115000.0,
,"The Farm, LLC","['Admin-Clerical', 'Facilities', 'General Labor', 'Hospitality-Hotel', 'Management']",Regional Estate Manager,75000.0,88000.0,
"[30.3344077, -81.398696]","The Farm, LLC","['Customer Service', 'Facilities', 'General Labor', 'Hospitality-Hotel', 'Installation-Maint-Repair', 'Management']",Regional Estate Manager,,,
"[33.6694649, -117.8231107]","The Farm, LLC","['Hospitality-Hotel', 'Restaurant-Food Service']",Estate Chef - Southern Cuisine,75000.0,90000.0,
"[39.271226, -74.7434965]","The Farm, LLC","['Facilities', 'Installation-Maint-Repair', 'Management', 'Skilled Labor']",Regional Director of Estate Facilities Operations - Central Kentucky Region,,,40510
"[41.4080534, -92.9163091]","The Farm, LLC","['Admin-Clerical', 'Customer Service', 'Management', 'Real Estate']",Regional General Manager,92000.0,92000.0,
"[38.8338816, -104.8213634]","The Farm, LLC","['Management', 'Marketing', 'Media-Journalism', 'Sales']",Deputy Director of Marketing,,,34747
,"The Farm, LLC","['Admin-Clerical', 'Customer Service', 'Real Estate']",Director of Guest Experiences,,,34747
"[33.6231602, -95.6994059]","The Farm, LLC","['Executive', 'Installation-Maint-Repair', 'Management', 'Strategy-Planning']",National Director of Aquatic Operations,,,34747
"[34.1683386, -118.6059197]","The Farm, LLC","['Admin-Clerical', 'Construction', 'Customer Service', 'Facilities', 'Hospitality-Hotel', 'Management', 'Real Estate']",Regional Estate Manager,62000.0,62000.0,
"[36.9823709, -76.6310662]","The Farm, LLC","['Business Development', 'Executive', 'Marketing', 'Sales', 'Strategy-Planning']",Executive Vice President for Sales & Growth,160000.0,160000.0,34747
"[33.5386523, -112.1859866]",The Featherweight Shop,"['Design', 'Marketing']",Graphic Designer (for vintage sewing machine company),,,83539
"[41.9430986, -86.5569659]",The Heritage Foundation,['Other'],Fall Internship,27040.0,0.0,
"[35.2219971, -101.8312969]",The Holistic Mental Health Clinic,"['Health Care', 'Professional Services']","Mental Health Counselor (LMHC), Marriage and Family Therapist (LMFT), Clinical Social Worker (LCSW)",,,33703
"[42.2830786, -87.9531303]",The Law Group,['Legal'],Bilingual Receptionist,,,28401
"[41.9200472, -84.6305101]",The Legacy Lawyers,['Legal'],Litigation Paralegal ,53000.0,91000.0,90503
"[42.4133505, -89.0092742]",The Legacy Lawyers,['Legal'],Probate Paralegal,53000.0,91000.0,92612
"[40.0378755, -76.3055144]",The Legacy Lawyers,['Legal'],Records Specialist,45448.0,45448.0,92612
"[27.9475216, -82.4584279]",The Legacy Lawyers,['Legal'],Attorney,102705.0,206815.0,90503
"[33.4483771, -112.0740373]",The Legacy Lawyers,['Legal'],Attorney,102705.0,206815.0,92612
"[34.7370639, -82.2542834]",The Massage Studio,"['Admin-Clerical', 'Customer Service', 'Other', 'Professional Services']",Part -Time Spa Manager,39520.0,39520.0,19406
"[41.5964825, -73.91097]",The Ondrick Group,"['Entry Level', 'Finance', 'Insurance', 'Sales']",Life Insurance Agent,,,
"[39.5500485, -86.0797079]",The Pacific Companies (TPC),"['Construction', 'Insurance', 'Real Estate', 'Sales']",Insurance Specialist,,,
"[40.2338438, -111.6585337]",The Pacific Companies (TPC),"['Construction', 'Management']",Sr. Construction Project Manager,120000.0,300000.0,
"[40.2338438, -111.6585337]",The Power Connection,['Construction'],Commerical Assistant Estimator,,,22801
"[36.0770048, -87.3877899]",The Washington Times,['Media-Journalism'], Design Layout Editor,,,20002
"[36.0770048, -87.3877899]",The Washington Times,['Media-Journalism'],Video Producer,,,20002
"[36.0770048, -87.3877899]",Thompson Valley Chiropractic,"['Customer Service', 'Health Care', 'Professional Services']",Licensed Massage Therapist,72800.0,72800.0,80537
"[35.7826363, -80.8872959]",Todd Dexter & Associates,"['Accounting', 'Admin-Clerical']",Account Coordinator,35000.0,50000.0,
,Todd Expediting,['Transportation'],3rd Shift Night Drop Box Driver,41600.0,41600.0,80216
"[33.4483771, -112.0740373]",Total Facility Care,"['Facilities', 'General Labor', 'Other', 'Skilled Labor']","Carpet Cleaning/Floor Care Tech - Full-time, $18.50 to start",37440.0,37440.0,80538
"[46.7323875, -117.0001651]",Trade-Wind Manufacturing,"['Admin-Clerical', 'Customer Service', 'Distribution-Shipping', 'Management', 'Manufacturing', 'Strategy-Planning', 'Training', 'Warehouse']",Customer Service Manager,45000.0,52000.0,85007
"[46.7323875, -117.0001651]",Transform NC LLC,"['Construction', 'Management', 'Skilled Labor']",Project Manager and Estimator,,,
"[46.7323875, -117.0001651]",Treefort,"['Engineering', 'Information Technology']",Full-Stack Web Developer,,,83843
"[32.7830556, -96.8066667]","Trinet Internet Solutions, Inc.","['Engineering', 'Information Technology']",Senior Programmer,,,92618
"[32.7830556, -96.8066667]",Trinity Surfaces,['Warehouse'],Warehouse Associate,,,32808
"[32.7830556, -96.8066667]",Troy Insurance,"['Business Development', 'Customer Service', 'Entry Level', 'Finance', 'Human Resources', 'Insurance']",Insurance Customer Service Agent ,42500.0,47500.0,
"[46.1448942, -115.9779188]",True Life Chiropractic,"['Customer Service', 'Health Care']",Chiropractic Patient Care Advocate,31200.0,31200.0,30742
"[38.9687213, -77.3410958]",TruPlay Games,['Engineering'],Product Manager,,,78746
"[33.5206608, -86.80249]",Turning Point U.S.A.,[],Turning Point Academy Social Media Administrator ,,,
"[36.1658899, -86.7844432]",Turning Point U.S.A.,[],Social Media Administrator,,,85044
,Turning Point U.S.A.,[],Real Alex Clark Brand Producer,,,85044
,Turning Point U.S.A.,[],POPlitics Social Media Administrator,,,
"[30.267153, -97.7430608]",Turning Point U.S.A.,[],Influencer Media Administrator,,,85044
"[39.1034569, -84.5152726]",Turning Point U.S.A.,['Legal'],In House Counsel,,,85044
"[27.8005828, -97.396381]",Turning Point U.S.A.,[],Email Marketing Administrator,,,
"[39.7391536, -104.9847034]",Turning Point U.S.A.,[],Database Coordinator,40000.0,45000.0,85044
"[40.0378755, -76.3055144]",Turning Point U.S.A.,[],College Field Representative - Bayou,,,
"[47.8209301, -122.3151313]",Turning Point U.S.A.,['Entry Level'],College Field Representative - Red River,,,
,Turning Point U.S.A.,[],BLEXIT Social Media Administrator,,,
"[30.267153, -97.7430608]",Turning Point U.S.A.,['Entry Level'],College Field Representative - Sierra,,,
"[33.0848442, -97.2961286]",Turning Point U.S.A.,"['Marketing', 'Media-Journalism']",Digital Marketing Specialist,,,
,Turning Point U.S.A.,"['Education', 'Government', 'Marketing', 'Media-Journalism', 'Nonprofit-Social Services']",High School Field Representative - Bluegrass,,,
"[26.339806, -81.7786972]",Turning Point U.S.A.,"['Admin-Clerical', 'Education', 'Government', 'Marketing', 'Media-Journalism']",Distribution Administrator,,,
"[46.7323875, -117.0001651]",Turning Point U.S.A.,"['Admin-Clerical', 'Business Development', 'Management', 'Nonprofit-Social Services']",Direct Response Administrator,,,
"[40.4406248, -79.9958864]",Turning Point U.S.A.,"['Business Development', 'Government', 'Marketing', 'Media-Journalism', 'Nonprofit-Social Services']",Donor Relations Officer,,,
"[35.2270869, -80.8431268]",Turning Point U.S.A.,"['Admin-Clerical', 'Education', 'Management', 'Marketing', 'Media-Journalism', 'Nonprofit-Social Services', 'Training']",Events Administrator,,,
"[27.8005828, -97.396381]",Turning Point U.S.A.,"['Admin-Clerical', 'Management', 'Marketing', 'Media-Journalism']",Faith Program Administrator,,,
"[36.7280583, -108.2186856]",Turning Point U.S.A.,"['Marketing', 'Media-Journalism', 'Nonprofit-Social Services', 'Research']",Frontlines Social Media Administrator,,,
"[36.7280583, -108.2186856]",Turning Point U.S.A.,"['Design', 'Marketing', 'Media-Journalism', 'Nonprofit-Social Services']",Graphic Designer,,,
"[36.7280583, -108.2186856]",Turning Point U.S.A.,"['Education', 'Entry Level', 'Marketing', 'Media-Journalism', 'Nonprofit-Social Services', 'Research']",High School Administrator,,,
"[36.7280583, -108.2186856]",Turning Point U.S.A.,"['Education', 'Government', 'Marketing', 'Media-Journalism', 'Nonprofit-Social Services', 'Research']",News Producer,,,
"[34.0194543, -118.4911912]",Turning Point U.S.A.,"['Business Development', 'Government', 'Marketing', 'Media-Journalism', 'Nonprofit-Social Services']",Show Producer,,,
